,lok_sabha,session,api_data,url,dateOfAttendance
262,15,12,"{'dateOfAttendance': '2012-11-26 00:00:00.0', 'presentCount': 351, 'absentCount': 193}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=12&locale=en,2012/11/26
263,15,12,"{'dateOfAttendance': '2012-12-13 00:00:00.0', 'presentCount': 363, 'absentCount': 181}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=12&locale=en,2012/12/13
264,15,12,"{'dateOfAttendance': '2012-12-19 00:00:00.0', 'presentCount': 410, 'absentCount': 134}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=12&locale=en,2012/12/19
265,15,12,"{'dateOfAttendance': '2012-12-07 00:00:00.0', 'presentCount': 334, 'absentCount': 210}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=12&locale=en,2012/12/07
266,15,12,"{'dateOfAttendance': '2012-11-23 00:00:00.0', 'presentCount': 383, 'absentCount': 161}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=12&locale=en,2012/11/23
267,15,12,"{'dateOfAttendance': '2012-11-29 00:00:00.0', 'presentCount': 318, 'absentCount': 226}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=12&locale=en,2012/11/29
268,15,12,"{'dateOfAttendance': '2012-12-10 00:00:00.0', 'presentCount': 298, 'absentCount': 246}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=12&locale=en,2012/12/10
269,15,12,"{'dateOfAttendance': '2012-12-11 00:00:00.0', 'presentCount': 356, 'absentCount': 188}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=12&locale=en,2012/12/11
270,15,12,"{'dateOfAttendance': '2012-12-05 00:00:00.0', 'presentCount': 467, 'absentCount': 77}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=12&locale=en,2012/12/05
271,15,12,"{'dateOfAttendance': '2012-12-14 00:00:00.0', 'presentCount': 330, 'absentCount': 214}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=12&locale=en,2012/12/14
272,15,12,"{'dateOfAttendance': '2012-11-30 00:00:00.0', 'presentCount': 266, 'absentCount': 278}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=12&locale=en,2012/11/30
273,15,12,"{'dateOfAttendance': '2012-12-06 00:00:00.0', 'presentCount': 408, 'absentCount': 136}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=12&locale=en,2012/12/06
274,15,12,"{'dateOfAttendance': '2012-12-17 00:00:00.0', 'presentCount': 344, 'absentCount': 200}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=12&locale=en,2012/12/17
275,15,12,"{'dateOfAttendance': '2012-11-27 00:00:00.0', 'presentCount': 368, 'absentCount': 176}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=12&locale=en,2012/11/27
276,15,12,"{'dateOfAttendance': '2012-12-03 00:00:00.0', 'presentCount': 336, 'absentCount': 208}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=12&locale=en,2012/12/03
277,15,12,"{'dateOfAttendance': '2012-12-20 00:00:00.0', 'presentCount': 382, 'absentCount': 162}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=12&locale=en,2012/12/20
278,15,12,"{'dateOfAttendance': '2012-11-22 00:00:00.0', 'presentCount': 398, 'absentCount': 146}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=12&locale=en,2012/11/22
279,15,12,"{'dateOfAttendance': '2012-12-04 00:00:00.0', 'presentCount': 437, 'absentCount': 107}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=12&locale=en,2012/12/04
280,15,12,"{'dateOfAttendance': '2012-12-12 00:00:00.0', 'presentCount': 365, 'absentCount': 179}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=12&locale=en,2012/12/12
281,15,12,"{'dateOfAttendance': '2012-12-18 00:00:00.0', 'presentCount': 395, 'absentCount': 149}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=12&locale=en,2012/12/18
282,15,13,"{'dateOfAttendance': '2013-02-21 00:00:00.0', 'presentCount': 339, 'absentCount': 202}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/02/21
283,15,13,"{'dateOfAttendance': '2013-02-22 00:00:00.0', 'presentCount': 330, 'absentCount': 211}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/02/22
284,15,13,"{'dateOfAttendance': '2013-02-26 00:00:00.0', 'presentCount': 429, 'absentCount': 112}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/02/26
285,15,13,"{'dateOfAttendance': '2013-02-27 00:00:00.0', 'presentCount': 409, 'absentCount': 132}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/02/27
286,15,13,"{'dateOfAttendance': '2013-02-28 00:00:00.0', 'presentCount': 413, 'absentCount': 128}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/02/28
287,15,13,"{'dateOfAttendance': '2013-03-01 00:00:00.0', 'presentCount': 321, 'absentCount': 220}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/03/01
288,15,13,"{'dateOfAttendance': '2013-03-04 00:00:00.0', 'presentCount': 361, 'absentCount': 179}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/03/04
289,15,13,"{'dateOfAttendance': '2013-03-05 00:00:00.0', 'presentCount': 373, 'absentCount': 167}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/03/05
290,15,13,"{'dateOfAttendance': '2013-03-06 00:00:00.0', 'presentCount': 389, 'absentCount': 151}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/03/06
291,15,13,"{'dateOfAttendance': '2013-03-07 00:00:00.0', 'presentCount': 385, 'absentCount': 155}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/03/07
292,15,13,"{'dateOfAttendance': '2013-03-08 00:00:00.0', 'presentCount': 331, 'absentCount': 209}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/03/08
293,15,13,"{'dateOfAttendance': '2013-03-11 00:00:00.0', 'presentCount': 361, 'absentCount': 179}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/03/11
294,15,13,"{'dateOfAttendance': '2013-03-12 00:00:00.0', 'presentCount': 384, 'absentCount': 156}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/03/12
295,15,13,"{'dateOfAttendance': '2013-03-13 00:00:00.0', 'presentCount': 396, 'absentCount': 144}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/03/13
296,15,13,"{'dateOfAttendance': '2013-03-14 00:00:00.0', 'presentCount': 393, 'absentCount': 147}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/03/14
297,15,13,"{'dateOfAttendance': '2013-03-15 00:00:00.0', 'presentCount': 319, 'absentCount': 221}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/03/15
298,15,13,"{'dateOfAttendance': '2013-03-18 00:00:00.0', 'presentCount': 368, 'absentCount': 172}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/03/18
299,15,13,"{'dateOfAttendance': '2013-03-19 00:00:00.0', 'presentCount': 402, 'absentCount': 138}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/03/19
300,15,13,"{'dateOfAttendance': '2013-03-20 00:00:00.0', 'presentCount': 397, 'absentCount': 143}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/03/20
301,15,13,"{'dateOfAttendance': '2013-03-21 00:00:00.0', 'presentCount': 406, 'absentCount': 134}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/03/21
302,15,13,"{'dateOfAttendance': '2013-03-22 00:00:00.0', 'presentCount': 355, 'absentCount': 185}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/03/22
303,15,13,"{'dateOfAttendance': '2013-04-22 00:00:00.0', 'presentCount': 317, 'absentCount': 223}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/04/22
304,15,13,"{'dateOfAttendance': '2013-04-23 00:00:00.0', 'presentCount': 324, 'absentCount': 216}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/04/23
305,15,13,"{'dateOfAttendance': '2013-04-25 00:00:00.0', 'presentCount': 309, 'absentCount': 231}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/04/25
306,15,13,"{'dateOfAttendance': '2013-04-26 00:00:00.0', 'presentCount': 299, 'absentCount': 240}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/04/26
307,15,13,"{'dateOfAttendance': '2013-04-29 00:00:00.0', 'presentCount': 273, 'absentCount': 266}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/04/29
308,15,13,"{'dateOfAttendance': '2013-04-30 00:00:00.0', 'presentCount': 311, 'absentCount': 228}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/04/30
309,15,13,"{'dateOfAttendance': '2013-05-02 00:00:00.0', 'presentCount': 310, 'absentCount': 229}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/05/02
310,15,13,"{'dateOfAttendance': '2013-05-03 00:00:00.0', 'presentCount': 296, 'absentCount': 243}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/05/03
311,15,13,"{'dateOfAttendance': '2013-05-06 00:00:00.0', 'presentCount': 318, 'absentCount': 221}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/05/06
312,15,13,"{'dateOfAttendance': '2013-05-07 00:00:00.0', 'presentCount': 366, 'absentCount': 173}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/05/07
313,15,13,"{'dateOfAttendance': '2013-05-08 00:00:00.0', 'presentCount': 365, 'absentCount': 174}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=13&locale=en,2013/05/08
314,15,14,"{'dateOfAttendance': '2013-08-05 00:00:00.0', 'presentCount': 385, 'absentCount': 157}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/08/05
315,15,14,"{'dateOfAttendance': '2013-08-19 00:00:00.0', 'presentCount': 306, 'absentCount': 235}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/08/19
316,15,14,"{'dateOfAttendance': '2013-08-13 00:00:00.0', 'presentCount': 400, 'absentCount': 142}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/08/13
317,15,14,"{'dateOfAttendance': '2013-09-05 00:00:00.0', 'presentCount': 372, 'absentCount': 171}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/09/05
318,15,14,"{'dateOfAttendance': '2013-08-22 00:00:00.0', 'presentCount': 379, 'absentCount': 162}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/08/22
319,15,14,"{'dateOfAttendance': '2013-08-20 00:00:00.0', 'presentCount': 375, 'absentCount': 166}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/08/20
320,15,14,"{'dateOfAttendance': '2013-09-06 00:00:00.0', 'presentCount': 356, 'absentCount': 187}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/09/06
321,15,14,"{'dateOfAttendance': '2013-08-14 00:00:00.0', 'presentCount': 395, 'absentCount': 147}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/08/14
322,15,14,"{'dateOfAttendance': '2013-08-08 00:00:00.0', 'presentCount': 370, 'absentCount': 172}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/08/08
323,15,14,"{'dateOfAttendance': '2013-09-03 00:00:00.0', 'presentCount': 365, 'absentCount': 178}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/09/03
324,15,14,"{'dateOfAttendance': '2013-08-12 00:00:00.0', 'presentCount': 385, 'absentCount': 157}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/08/12
325,15,14,"{'dateOfAttendance': '2013-08-29 00:00:00.0', 'presentCount': 377, 'absentCount': 166}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/08/29
326,15,14,"{'dateOfAttendance': '2013-09-04 00:00:00.0', 'presentCount': 383, 'absentCount': 160}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/09/04
327,15,14,"{'dateOfAttendance': '2013-08-23 00:00:00.0', 'presentCount': 379, 'absentCount': 162}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/08/23
328,15,14,"{'dateOfAttendance': '2013-08-06 00:00:00.0', 'presentCount': 404, 'absentCount': 138}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/08/06
329,15,14,"{'dateOfAttendance': '2013-08-26 00:00:00.0', 'presentCount': 411, 'absentCount': 132}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/08/26
330,15,14,"{'dateOfAttendance': '2013-08-07 00:00:00.0', 'presentCount': 389, 'absentCount': 153}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/08/07
331,15,14,"{'dateOfAttendance': '2013-09-02 00:00:00.0', 'presentCount': 337, 'absentCount': 206}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/09/02
332,15,14,"{'dateOfAttendance': '2013-08-27 00:00:00.0', 'presentCount': 393, 'absentCount': 150}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/08/27
333,15,14,"{'dateOfAttendance': '2013-08-30 00:00:00.0', 'presentCount': 350, 'absentCount': 193}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/08/30
334,15,14,"{'dateOfAttendance': '2013-08-24 00:00:00.0', 'presentCount': 309, 'absentCount': 232}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=14&locale=en,2013/08/24
335,15,15,"{'dateOfAttendance': '2013-12-17 00:00:00.0', 'presentCount': 381, 'absentCount': 154}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2013/12/17
336,15,15,"{'dateOfAttendance': '2014-02-18 00:00:00.0', 'presentCount': 353, 'absentCount': 177}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2014/02/18
337,15,15,"{'dateOfAttendance': '2014-02-07 00:00:00.0', 'presentCount': 302, 'absentCount': 229}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2014/02/07
338,15,15,"{'dateOfAttendance': '2014-02-10 00:00:00.0', 'presentCount': 296, 'absentCount': 235}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2014/02/10
339,15,15,"{'dateOfAttendance': '2013-12-09 00:00:00.0', 'presentCount': 364, 'absentCount': 175}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2013/12/09
340,15,15,"{'dateOfAttendance': '2014-02-21 00:00:00.0', 'presentCount': 307, 'absentCount': 222}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2014/02/21
341,15,15,"{'dateOfAttendance': '2013-12-06 00:00:00.0', 'presentCount': 339, 'absentCount': 200}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2013/12/06
342,15,15,"{'dateOfAttendance': '2014-02-05 00:00:00.0', 'presentCount': 328, 'absentCount': 203}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2014/02/05
343,15,15,"{'dateOfAttendance': '2013-12-12 00:00:00.0', 'presentCount': 361, 'absentCount': 177}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2013/12/12
344,15,15,"{'dateOfAttendance': '2013-12-18 00:00:00.0', 'presentCount': 402, 'absentCount': 133}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2013/12/18
345,15,15,"{'dateOfAttendance': '2014-02-19 00:00:00.0', 'presentCount': 338, 'absentCount': 192}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2014/02/19
346,15,15,"{'dateOfAttendance': '2014-02-13 00:00:00.0', 'presentCount': 330, 'absentCount': 200}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2014/02/13
347,15,15,"{'dateOfAttendance': '2014-02-20 00:00:00.0', 'presentCount': 308, 'absentCount': 221}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2014/02/20
348,15,15,"{'dateOfAttendance': '2014-02-17 00:00:00.0', 'presentCount': 327, 'absentCount': 203}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2014/02/17
349,15,15,"{'dateOfAttendance': '2014-02-11 00:00:00.0', 'presentCount': 354, 'absentCount': 177}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2014/02/11
350,15,15,"{'dateOfAttendance': '2013-12-10 00:00:00.0', 'presentCount': 388, 'absentCount': 151}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2013/12/10
351,15,15,"{'dateOfAttendance': '2013-12-11 00:00:00.0', 'presentCount': 382, 'absentCount': 156}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2013/12/11
352,15,15,"{'dateOfAttendance': '2014-02-12 00:00:00.0', 'presentCount': 357, 'absentCount': 173}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2014/02/12
353,15,15,"{'dateOfAttendance': '2013-12-05 00:00:00.0', 'presentCount': 356, 'absentCount': 184}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2013/12/05
354,15,15,"{'dateOfAttendance': '2014-02-06 00:00:00.0', 'presentCount': 341, 'absentCount': 190}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=15&session=15&locale=en,2014/02/06
355,16,1,"{'dateOfAttendance': '2014-06-04 00:00:00.0', 'presentCount': 423, 'absentCount': 116}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=1&locale=en,2014/06/04
356,16,1,"{'dateOfAttendance': '2014-06-10 00:00:00.0', 'presentCount': 490, 'absentCount': 48}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=1&locale=en,2014/06/10
357,16,1,"{'dateOfAttendance': '2014-06-05 00:00:00.0', 'presentCount': 494, 'absentCount': 45}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=1&locale=en,2014/06/05
358,16,1,"{'dateOfAttendance': '2014-06-11 00:00:00.0', 'presentCount': 480, 'absentCount': 58}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=1&locale=en,2014/06/11
359,16,1,"{'dateOfAttendance': '2014-06-09 00:00:00.0', 'presentCount': 488, 'absentCount': 50}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=1&locale=en,2014/06/09
360,16,1,"{'dateOfAttendance': '2014-06-06 00:00:00.0', 'presentCount': 487, 'absentCount': 52}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=1&locale=en,2014/06/06
361,16,2,"{'dateOfAttendance': '2014-07-07 00:00:00.0', 'presentCount': 466, 'absentCount': 72}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/07/07
362,16,2,"{'dateOfAttendance': '2014-07-08 00:00:00.0', 'presentCount': 491, 'absentCount': 47}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/07/08
363,16,2,"{'dateOfAttendance': '2014-07-09 00:00:00.0', 'presentCount': 475, 'absentCount': 63}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/07/09
364,16,2,"{'dateOfAttendance': '2014-07-10 00:00:00.0', 'presentCount': 482, 'absentCount': 56}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/07/10
365,16,2,"{'dateOfAttendance': '2014-07-11 00:00:00.0', 'presentCount': 450, 'absentCount': 88}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/07/11
366,16,2,"{'dateOfAttendance': '2014-07-14 00:00:00.0', 'presentCount': 450, 'absentCount': 88}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/07/14
367,16,2,"{'dateOfAttendance': '2014-07-15 00:00:00.0', 'presentCount': 466, 'absentCount': 72}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/07/15
368,16,2,"{'dateOfAttendance': '2014-07-16 00:00:00.0', 'presentCount': 466, 'absentCount': 72}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/07/16
369,16,2,"{'dateOfAttendance': '2014-07-17 00:00:00.0', 'presentCount': 455, 'absentCount': 83}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/07/17
370,16,2,"{'dateOfAttendance': '2014-07-18 00:00:00.0', 'presentCount': 426, 'absentCount': 112}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/07/18
371,16,2,"{'dateOfAttendance': '2014-07-21 00:00:00.0', 'presentCount': 407, 'absentCount': 131}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/07/21
372,16,2,"{'dateOfAttendance': '2014-07-22 00:00:00.0', 'presentCount': 442, 'absentCount': 96}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/07/22
373,16,2,"{'dateOfAttendance': '2014-07-23 00:00:00.0', 'presentCount': 459, 'absentCount': 79}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/07/23
374,16,2,"{'dateOfAttendance': '2014-07-24 00:00:00.0', 'presentCount': 452, 'absentCount': 86}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/07/24
375,16,2,"{'dateOfAttendance': '2014-07-25 00:00:00.0', 'presentCount': 416, 'absentCount': 122}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/07/25
376,16,2,"{'dateOfAttendance': '2014-07-30 00:00:00.0', 'presentCount': 426, 'absentCount': 112}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/07/30
377,16,2,"{'dateOfAttendance': '2014-07-31 00:00:00.0', 'presentCount': 429, 'absentCount': 109}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/07/31
378,16,2,"{'dateOfAttendance': '2014-08-01 00:00:00.0', 'presentCount': 414, 'absentCount': 124}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/08/01
379,16,2,"{'dateOfAttendance': '2014-08-04 00:00:00.0', 'presentCount': 428, 'absentCount': 110}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/08/04
380,16,2,"{'dateOfAttendance': '2014-08-05 00:00:00.0', 'presentCount': 448, 'absentCount': 90}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/08/05
381,16,2,"{'dateOfAttendance': '2014-08-06 00:00:00.0', 'presentCount': 460, 'absentCount': 78}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/08/06
382,16,2,"{'dateOfAttendance': '2014-08-07 00:00:00.0', 'presentCount': 446, 'absentCount': 92}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/08/07
383,16,2,"{'dateOfAttendance': '2014-08-08 00:00:00.0', 'presentCount': 420, 'absentCount': 118}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/08/08
384,16,2,"{'dateOfAttendance': '2014-08-11 00:00:00.0', 'presentCount': 425, 'absentCount': 113}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/08/11
385,16,2,"{'dateOfAttendance': '2014-08-12 00:00:00.0', 'presentCount': 445, 'absentCount': 93}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/08/12
386,16,2,"{'dateOfAttendance': '2014-08-13 00:00:00.0', 'presentCount': 456, 'absentCount': 82}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/08/13
387,16,2,"{'dateOfAttendance': '2014-08-14 00:00:00.0', 'presentCount': 423, 'absentCount': 115}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=2&locale=en,2014/08/14
388,16,3,"{'dateOfAttendance': '2014-11-24 00:00:00.0', 'presentCount': 391, 'absentCount': 150}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=3&locale=en,2014/11/24
389,16,3,"{'dateOfAttendance': '2014-11-25 00:00:00.0', 'presentCount': 417, 'absentCount': 124}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=3&locale=en,2014/11/25
390,16,3,"{'dateOfAttendance': '2014-11-26 00:00:00.0', 'presentCount': 414, 'absentCount': 127}",https://sansad.in/api_ls/member/getMemberAttendanceMonthWise?loksabha=16&session=3&locale=en,2014/11/26
