Restaurant ID,Cuisines
4000069,Mughlai
4000069,Chinese
18378803,North Indian
3700051,Cafe
6507967,Italian
6507967,Continental
6507967,Cafe
90499,Cafe
90499,Continental
3800021,Chinese
3800021,Thai
3800021,Asian
3800053,North Indian
3800053,Chinese
3800053,Thai
3800053,Mexican
3800053,Italian
3800052,Chinese
3800020,Chinese
3800020,Thai
3800020,Asian
3800018,Pizza
3800437,North Indian
3800437,Italian
3800437,Mexican
3800437,Asian
3200584,Thai
3200584,Chinese
3200584,Asian
3200032,Continental
3200032,Chinese
3200032,Mexican
3200032,North Indian
3200497,North Indian
3200497,Thai
3200497,Italian
3200497,Chinese
3200497,Mexican
3200269,North Indian
3200269,Mughlai
3900058,North Indian
70431,Continental
70431,Cafe
70431,Italian
70431,Desserts
3500011,Chinese
3500011,Thai
3500011,Tibetan
18400756,North Indian
18400756,Mughlai
18400756,Chinese
308605,Kashmiri
303100,North Indian
303100,Mughlai
18025125,Healthy Food
18025125,European
18025125,Continental
18025125,Salad
18241497,Cafe
18241497,Continental
313204,Continental
313204,Italian
313204,Mexican
2061,Chinese
420,Gujarati
420,Rajasthani
309763,North Indian
309763,Chinese
301383,North Indian
301383,Chinese
301383,Italian
18322684,Italian
18472606,Cafe
18472606,Pizza
18472606,Burger
309134,North Indian
2100565,Chinese
2100565,Thai
101212,Cafe
101212,Fast Food
101212,Street Food
102813,Cafe
102813,Italian
102813,Continental
3100008,Seafood
3100008,North Indian
3300061,Cafe
3300061,Continental
306841,Mughlai
306841,North Indian
18249122,Lebanese
18249122,Arabian
18249122,Moroccan
602,Cafe
3167,North Indian
3167,Mughlai
2893,Fast Food
651,Cafe
18418209,Nepalese
2899,Mughlai
2899,North Indian
652,Cafe
619,Cafe
309338,North Indian
18421019,North Indian
18421019,Chinese
1270,North Indian
1270,Chinese
303704,Hyderabadi
2411,Chinese
2411,Mughlai
2411,North Indian
18350118,Cafe
18350118,Continental
308111,North Indian
308111,Chinese
2586,North Indian
2586,Chinese
312715,North Indian
312715,Mughlai
18082630,North Indian
310666,Chinese
310666,North Indian
18228903,Chinese
18228903,Japanese
18228903,Thai
7077,Cafe
3966,North Indian
18228854,North Indian
18228854,Chinese
18228854,Mughlai
307911,Bakery
307911,Desserts
301227,North Indian
301227,Mughlai
301227,Chinese
307511,North Indian
307511,Chinese
300300,Chinese
18420467,Bakery
18420467,Fast Food
18241878,Mughlai
18241878,North Indian
974,North Indian
974,Mughlai
969,North Indian
969,Chinese
300258,Cafe
313311,Chinese
313311,Asian
313311,Mediterranean
313311,Continental
18357941,North Indian
18357941,Mughlai
18357941,Chinese
313296,Chinese
313296,Thai
313296,Continental
313296,Fast Food
313296,North Indian
18400746,North Indian
18400746,Mughlai
3383,Kashmiri
18350121,Biryani
18350121,Hyderabadi
18287378,Chinese
18287378,North Indian
18264533,Asian
18264533,Chinese
18264533,Japanese
18252385,North Indian
18252385,Mughlai
301081,North Indian
301081,Mughlai
301081,Chinese
309818,Chinese
309818,Thai
309818,Asian
5776,North Indian
5776,Street Food
18391137,North Indian
18391137,Mughlai
18391137,Chinese
1727,Chinese
1727,Asian
312011,Bakery
312011,Desserts
6314605,Korean
3400341,North Indian
3400341,Mughlai
3400105,Italian
3400105,Pizza
3400392,North Indian
3400392,Fast Food
113537,Italian
113537,Fast Food
113703,Cafe
113703,Beverages
113703,Desserts
113703,Pizza
2400349,Italian
2400349,Pizza
2200011,North Indian
2200011,Chinese
2200283,North Indian
2200283,Chinese
2500134,Pizza
2500062,Mughlai
2500062,Biryani
2600311,North Indian
2600311,Chinese
120221,North Indian
18280306,North Indian
18280306,Continental
3000996,North Indian
3000996,Chinese
3000996,Street Food
3500365,Cafe
3500365,Chinese
4931,North Indian
4931,South Indian
4931,Gujarati
4931,Rajasthani
2198,North Indian
2198,Chinese
18273628,North Indian
18270379,North Indian
18270379,Mughlai
8319,North Indian
8319,Mughlai
8319,Chinese
304004,Chinese
304004,North Indian
18472625,Cafe
9824,North Indian
9824,Mughlai
18466937,North Indian
18466937,Seafood
18420465,North Indian
18420465,Chinese
18420465,Italian
18420465,Fast Food
309632,Pizza
309632,Fast Food
307084,Fast Food
307084,Chinese
305618,North Indian
305618,Mughlai
2680,Bakery
2680,Desserts
18168161,Pizza
18168161,Fast Food
3824,Chinese
130008,Goan
130008,North Indian
130008,Chinese
227,Pizza
227,Fast Food
270,North Indian
270,Mughlai
270,Chinese
306131,Cafe
306131,Desserts
306001,Cafe
225,Pizza
225,Fast Food
1664,North Indian
1664,Chinese
1664,Fast Food
3346,North Indian
3346,Mughlai
18241867,Cafe
18241867,Italian
18241867,Fast Food
226,Pizza
226,Fast Food
18138457,North Indian
18138457,Mughlai
18138457,Fast Food
312995,Biryani
312995,Mughlai
312536,Healthy Food
312536,Salad
18383473,Mughlai
304185,North Indian
304185,Chinese
18357544,Biryani
18357544,North Indian
18265384,Juices
18265384,Beverages
18265384,Healthy Food
18281982,Japanese
18281982,Tibetan
18281982,Vietnamese
18281982,Korean
18462584,North Indian
18462584,Mughlai
18462584,Biryani
18408054,Mughlai
18408054,Hyderabadi
304897,Healthy Food
304897,Continental
18460311,North Indian
18460311,Chinese
18430602,Continental
18430602,Healthy Food
307786,Cafe
311777,Cafe
1599,Street Food
1599,North Indian
18466924,Mughlai
18466924,North Indian
302024,North Indian
302024,Mughlai
302024,Chinese
18311926,North Indian
17977759,North Indian
230,Pizza
230,Fast Food
18272387,Cafe
18264717,Cafe
18264717,Fast Food
18324432,Chinese
18324432,North Indian
18460280,Bakery
18460280,Desserts
312269,North Indian
312269,Mughlai
6747,Pizza
6747,Fast Food
309030,Chinese
309030,Thai
18241516,Mughlai
302251,Pizza
302251,Fast Food
309867,Mughlai
5065,Pizza
5065,Fast Food
305272,Cafe
18458635,Afghani
18161601,North Indian
18161601,Mughlai
894,Chinese
894,North Indian
894,Mughlai
310235,North Indian
310235,South Indian
310235,Fast Food
358,North Indian
358,Chinese
312684,Cafe
6877,Pizza
6877,Fast Food
312265,North Indian
312265,Chinese
312265,Mughlai
18424627,North Indian
18424627,Mughlai
18224536,North Indian
18224536,Rajasthani
18224536,Asian
4602,North Indian
4602,Chinese
311837,Healthy Food
311837,North Indian
311837,Italian
311837,Salad
18306553,North Indian
18203171,Italian
18203171,Fast Food
18420454,Asian
18446404,Bakery
18446404,Desserts
18446404,Bakery
18435802,Continental
18435802,Healthy Food
313078,Pizza
313078,Fast Food
18124368,North Indian
309851,Chinese
309851,Assamese
18224282,Continental
18224282,North Indian
18224282,Chinese
18224282,Arabian
18224282,Thai
2100776,Continental
2100776,Chinese
18280329,North Indian
18280329,South Indian
18280329,Chinese
1400466,Cafe
1400466,Fast Food
1400466,Italian
1400466,Mexican
1400555,Cafe
1400555,Italian
1400555,Mexican
1400555,Chinese
103090,Continental
900524,Cafe
900524,Continental
900524,Italian
900032,Continental
900032,Cafe
900032,Desserts
900032,Bakery
800576,Cafe
800576,Fast Food
15078,Pizza
15078,Fast Food
3100145,Chinese
3100145,Mangalorean
3100153,South Indian
3100153,North Indian
3100014,Continental
3100448,North Indian
3100448,Italian
3100448,Finger Food
16527711,Bakery
16527711,Desserts
16527711,Cafe
3600009,Pizza
3600009,Italian
3600361,North Indian
3600354,Cafe
3600354,Continental
3600354,European
3600354,Beverages
1600053,Chinese
197,Pizza
197,Fast Food
7253,Asian
7253,Chinese
7068,Cafe
7068,Desserts
302152,Cafe
309503,North Indian
309503,Chinese
3079,North Indian
3079,Mughlai
18462588,North Indian
18462588,Mughlai
18462588,Chinese
198,Pizza
198,Fast Food
7352,Pizza
7352,Fast Food
8388,Pizza
8388,Fast Food
846,Chinese
846,North Indian
816,Chinese
816,North Indian
848,Chinese
848,North Indian
848,Seafood
7575,Chinese
7575,North Indian
850,Chinese
850,North Indian
311856,Cafe
311856,Healthy Food
311856,North Indian
18082202,Pizza
18082202,Fast Food
303034,Cafe
143,Pizza
143,Fast Food
307535,Cafe
301011,Cafe
3180,North Indian
3180,South Indian
303637,Pizza
303637,Fast Food
580,Mughlai
580,North Indian
580,Chinese
18265689,North Indian
18265689,Bengali
199,Pizza
199,Fast Food
573,Chinese
573,Thai
566,Chinese
566,Thai
18322644,North Indian
18322644,Mughlai
6625,Pizza
6625,Fast Food
2287,North Indian
2287,Chinese
2287,South Indian
2287,Fast Food
2290,North Indian
2290,Chinese
2290,Fast Food
3036,Italian
3036,Pizza
3036,Bakery
6144,North Indian
6144,Chinese
6144,Cafe
306407,Cafe
306407,Italian
306407,Continental
309841,Goan
302537,Kashmiri
7788,North Indian
5060,Pizza
5060,Fast Food
18153563,Italian
18153563,Pizza
18153563,Bakery
3224,Pizza
3224,Fast Food
306571,Bakery
306571,Italian
306571,Chinese
306571,Mexican
306572,Bakery
306572,Italian
306572,Chinese
306572,Mexican
311353,Cafe
8396,Pizza
8396,Fast Food
4302,North Indian
4302,Mughlai
4302,Chinese
18265722,North Indian
18265722,Mughlai
18265722,Chinese
18265722,Seafood
309013,Fast Food
309013,Cafe
312183,Chinese
312183,Cafe
312183,Fast Food
201,Pizza
201,Fast Food
18273627,Continental
18273627,Healthy Food
18412868,North Indian
18412868,Chinese
18412868,Fast Food
304915,Mughlai
304915,North Indian
305546,Bakery
305546,Fast Food
18279463,Fast Food
18279463,American
18279463,Italian
303288,Cafe
202,Pizza
202,Fast Food
311690,North Indian
311690,Italian
311690,Chinese
301435,South Indian
301435,North Indian
18249082,North Indian
18249082,Biryani
307532,Cafe
18260641,North Indian
18260641,Mughlai
309105,North Indian
309105,Mughlai
203,Pizza
203,Fast Food
18355419,Mexican
306319,North Indian
306319,Biryani
306319,Mughlai
308069,Cafe
8376,Pizza
8376,Fast Food
18396855,Continental
18396855,North Indian
18396855,Mughlai
18396855,Chinese
18466975,North Indian
18466975,Chinese
8365,Pizza
8365,Fast Food
4018,North Indian
4018,Mughlai
4018,Chinese
310691,North Indian
310691,Chinese
303247,Italian
303247,Pizza
303247,Bakery
5388,Chinese
5388,North Indian
5388,Thai
18268370,Italian
18268370,Fast Food
18446409,North Indian
18446409,Chinese
18446409,Continental
18453186,North Indian
18453186,Mughlai
308280,Cafe
18252369,North Indian
18252369,Mughlai
304876,North Indian
304876,Italian
304876,Chinese
18473378,Cafe
18473378,Chinese
18473378,Italian
7382,North Indian
7382,Mughlai
18133506,Fast Food
311903,Pizza
311903,Fast Food
5083,North Indian
2408,North Indian
2408,Chinese
2408,Mughlai
309560,Pizza
309560,Fast Food
9459,North Indian
9459,Chinese
306338,North Indian
306338,Mughlai
306338,Chinese
305758,Cafe
305758,Fast Food
305758,Desserts
1301,Gujarati
1301,Rajasthani
1301,North Indian
1301,Fast Food
18322672,Continental
18322672,Healthy Food
304989,Cafe
304989,Desserts
304989,Bakery
307370,Cafe
311531,Bakery
311531,Desserts
18441800,North Indian
18441800,Chinese
7396,Pizza
7396,Fast Food
308555,North Indian
308555,Mughlai
308555,Chinese
312747,Pizza
312747,Fast Food
6128,Pizza
6128,Fast Food
313132,North Indian
313132,Chinese
305581,North Indian
305581,Chinese
305581,Fast Food
310345,Pizza
310345,Fast Food
18445784,North Indian
18445784,Chinese
313265,Pizza
313265,Fast Food
3004,Pizza
3004,Fast Food
3002,North Indian
3002,Mughlai
3002,Chinese
1397,North Indian
1397,Mughlai
1397,Chinese
1397,Fast Food
776,Italian
776,Pizza
776,Bakery
301654,North Indian
301654,Chinese
18356811,North Indian
18356811,Chinese
18356811,Mughlai
7363,North Indian
7363,Chinese
7363,Continental
7363,Fast Food
308286,North Indian
308286,Mughlai
18272382,North Indian
18272382,Chinese
18357542,North Indian
18357542,Italian
304302,Chinese
304302,Thai
306166,Chinese
306166,Tibetan
306166,Japanese
2867,Mughlai
2867,North Indian
2867,Chinese
209,Pizza
209,Fast Food
18446475,North Indian
18446475,Mughlai
18253111,Cafe
18253111,Bakery
18253111,Parsi
312923,North Indian
312923,Mughlai
312923,Chinese
2942,Italian
2942,Pizza
2942,Bakery
301103,North Indian
301103,Chinese
18375201,North Indian
18375201,Chinese
18375201,Continental
312753,North Indian
312753,Mughlai
307237,Cafe
307237,Beverages
3223,Pizza
3223,Fast Food
982,North Indian
982,Mughlai
982,Chinese
300473,North Indian
300473,Mughlai
7547,Mughlai
7547,North Indian
7547,Chinese
18228874,North Indian
18228874,Fast Food
9026,North Indian
9026,Mughlai
5663,Seafood
5663,North Indian
18471517,Asian
18471517,North Indian
18471517,Mughlai
18380219,Chinese
18380219,North Indian
18424169,North Indian
18424169,Mughlai
18424169,Chinese
310430,North Indian
310430,Mughlai
18432200,North Indian
3608,Pizza
3608,Fast Food
3893,Pizza
3893,Fast Food
305967,Cafe
309680,North Indian
309680,Mughlai
306331,Bakery
306331,Desserts
212,Pizza
212,Fast Food
308334,North Indian
308334,Chinese
18337892,North Indian
18337892,Mughlai
18337892,Chinese
18180047,North Indian
18180047,Mughlai
18180047,Chinese
18311948,North Indian
18311948,Fast Food
306495,Pizza
306495,Fast Food
4454,North Indian
4454,Mughlai
308187,Pizza
308187,Fast Food
8292,Cafe
8292,Fast Food
8292,Asian
8292,Italian
3254,Chinese
3254,Continental
3254,North Indian
5796,North Indian
5796,Chinese
5796,Italian
5796,Continental
18449798,Pizza
18449798,Fast Food
18435289,Pizza
18435289,Fast Food
302277,Bakery
18499474,Pizza
18499474,Fast Food
213,Pizza
213,Fast Food
18241871,Chinese
18241871,Thai
4801,North Indian
18472416,North Indian
7271,North Indian
7271,Chinese
7271,Mughlai
214,Pizza
214,Fast Food
3892,Pizza
3892,Fast Food
3080,Mughlai
3080,North Indian
3080,Chinese
215,Pizza
215,Fast Food
468,Mughlai
468,North Indian
216,Pizza
216,Fast Food
18420452,North Indian
18420452,Chinese
18420452,Continental
3516,North Indian
3516,Mughlai
3516,Chinese
3516,Seafood
219,Pizza
219,Fast Food
18057792,Street Food
18057792,North Indian
18057792,Chinese
18057792,Continental
8912,Pizza
8912,Fast Food
309255,North Indian
309255,Chinese
309255,Fast Food
18322646,Continental
18322646,Healthy Food
310912,Cafe
310912,Italian
310912,Chinese
312589,North Indian
312589,Chinese
312589,Mughlai
977,North Indian
977,Chinese
305086,North Indian
305086,Chinese
2537,North Indian
2537,Mughlai
2537,Chinese
217,Pizza
217,Fast Food
965,North Indian
965,Chinese
18345778,North Indian
18345778,Chinese
18345778,Continental
18432011,Continental
18432011,Healthy Food
7679,North Indian
7679,Chinese
7679,Raw Meats
8389,Pizza
8389,Fast Food
218,Pizza
218,Fast Food
18355152,North Indian
7310,North Indian
7310,Chinese
7310,South Indian
18247034,Cafe
18247034,Bakery
18358685,Mughlai
18358685,North Indian
18358685,Chinese
18144483,Tibetan
18144483,Chinese
18303716,Pizza
18303716,North Indian
18303716,Continental
7131,North Indian
7131,Mughlai
311370,Asian
311370,Chinese
313061,Cafe
18339800,North Indian
18339800,Fast Food
18339800,Chinese
18252412,Cafe
18252412,Continental
18252412,Italian
18252412,North Indian
18157395,North Indian
18157395,Chinese
18157395,Italian
18372705,Cafe
18372705,North Indian
18372705,Continental
18372705,Italian
18358675,Cafe
18358675,Continental
18358675,North Indian
18358675,Chinese
18358675,Mexican
18312609,Continental
18312609,Italian
9984,Cafe
1372,Cafe
9467,Cafe
4271,Desserts
4271,Ice Cream
310563,Pizza
310563,Fast Food
773,Italian
773,Pizza
773,Bakery
18222560,Hyderabadi
18222560,North Indian
18161610,Cafe
310502,North Indian
310502,Fast Food
18466435,Biryani
18466435,Mughlai
18163906,Cafe
18163906,Continental
18163906,Italian
1501,North Indian
1501,Chinese
311358,Pizza
311358,Fast Food
220,Pizza
220,Fast Food
308386,Pizza
308386,Fast Food
307474,Pizza
307474,Fast Food
308175,Cafe
308628,Bakery
308628,Fast Food
18355146,North Indian
18354650,Chinese
18354650,Cafe
18187733,North Indian
18187733,Chinese
18187733,Mughlai
18254521,Cafe
18263236,Pizza
18263236,Fast Food
312073,Pizza
312073,Fast Food
18219520,Pizza
18219520,Fast Food
308246,Cafe
308246,American
308246,Italian
308246,North Indian
308246,Chinese
18264997,Cafe
18264997,Bakery
305243,Pizza
305243,Fast Food
775,Italian
775,Pizza
775,Bakery
311231,Pizza
311231,Fast Food
308155,North Indian
308155,Chinese
308155,Continental
308155,Italian
308155,Mexican
308155,Lebanese
17989097,Cafe
17989097,North Indian
17989097,Continental
17989097,Chinese
311600,North Indian
311600,Fast Food
18439530,Bakery
18439530,Italian
18439530,Chinese
18439530,Mexican
18268698,Bakery
18268698,Desserts
18289074,Cafe
302139,Pizza
302139,Fast Food
18383470,Chinese
18381224,North Indian
18381224,Mughlai
18409212,North Indian
18409212,Mughlai
18409212,Chinese
18409212,Fast Food
18219528,Chinese
4480,Pizza
4480,Fast Food
18112492,Pizza
18112492,Fast Food
18371413,Bakery
18393815,Pizza
18393815,Fast Food
18435298,Healthy Food
18435298,Juices
309535,North Indian
309535,Chinese
309535,South Indian
1735,North Indian
1735,Mughlai
5678,North Indian
5678,Chinese
384,Pizza
384,Fast Food
311338,North Indian
311338,Mughlai
311338,Chinese
311338,Fast Food
18204489,Chinese
8385,Pizza
8385,Fast Food
307424,North Indian
307424,Chinese
18441667,North Indian
18441667,Mughlai
18332051,North Indian
18332051,Mughlai
1337,North Indian
1337,Chinese
18448608,Chinese
18448608,North Indian
18448608,Mughlai
18303838,Bakery
309155,Pizza
309155,Fast Food
9313,Cafe
385,Pizza
385,Fast Food
18398605,Biryani
18398605,Mughlai
1498,Italian
1498,Pizza
1498,Bakery
312935,North Indian
312935,Mughlai
312935,Chinese
18258503,Continental
18258503,Italian
1844,Pizza
1844,Fast Food
18347548,North Indian
18347548,Chinese
18347548,South Indian
18224558,North Indian
18224558,Fast Food
18354978,Pizza
18354978,Fast Food
18383483,Mughlai
18383483,North Indian
18383483,Chinese
1726,Mughlai
1726,North Indian
386,Pizza
386,Fast Food
5619,Pizza
5619,Fast Food
4530,Cafe
18255134,North Indian
18255134,Chinese
4000015,North Indian
4000015,Chinese
18343124,North Indian
18343124,Chinese
3700056,Cafe
3700056,Continental
2700049,Pizza
3200537,Cafe
3900059,Pizza
3900059,Chinese
3900238,Chinese
3900238,North Indian
18339373,Tapas
2500007,Mughlai
2600025,Pizza
120203,Bakery
120203,Desserts
120203,Cafe
120219,Cafe
120219,Bakery
3500017,Desserts
3500017,North Indian
3500017,Chinese
3500017,South Indian
3500017,Fast Food
3500017,Street Food
1820,Raw Meats
1820,North Indian
1820,Chinese
1820,Fast Food
18250288,Cafe
18250288,Italian
18250288,Mexican
18250288,Continental
18369105,Cafe
18369105,Italian
18369105,Salad
18247033,North Indian
18247033,Chinese
8623,Cafe
18247015,Chinese
4876,Cafe
18131568,North Indian
18131568,Mughlai
18034048,Chinese
18034048,North Indian
18232093,Chinese
18232093,Asian
18232093,Thai
18361762,North Indian
18361762,Mughlai
3586,Cafe
4879,Cafe
311759,Cafe
18432226,Cafe
18432226,American
18432226,Desserts
18432226,Italian
18432226,Bakery
514,Cafe
18383488,Burger
18383488,American
18383488,Fast Food
3536,Cafe
18387990,Chinese
18387990,North Indian
9169,North Indian
18449792,North Indian
18449792,Chinese
18449792,Continental
18264995,Healthy Food
18264995,Cafe
18264995,Desserts
18264995,Italian
18264995,Bakery
18356357,Pizza
18356357,Italian
18204811,North Indian
18204811,Chinese
18204811,Continental
313401,North Indian
313401,Chinese
18464628,Cafe
2087,Chinese
2087,Mughlai
2087,North Indian
1654,North Indian
1654,Mughlai
1216,Chinese
1216,Thai
1216,Malaysian
1216,Indonesian
309451,North Indian
18423890,North Indian
18423890,Mughlai
309377,North Indian
309377,Mughlai
4185,North Indian
4185,Chinese
18382370,North Indian
18382370,Chinese
18382370,Italian
313479,North Indian
1402335,Mexican
1402335,Italian
1401948,Cafe
1401948,Fast Food
103019,Cafe
103019,Mexican
103019,Italian
103019,North Indian
103019,Fast Food
95304,Cafe
95304,Bakery
95304,Desserts
901004,Chinese
901004,Seafood
901004,North Indian
901004,Biryani
801684,Cafe
801684,Continental
801684,Chinese
3600071,Italian
3600071,North Indian
3600071,South Indian
3600008,North Indian
3600008,Chinese
3600008,South Indian
3600285,Continental
3600285,South Indian
18304836,Chinese
18304836,Mughlai
18304836,North Indian
18128860,North Indian
18128860,Chinese
18361241,Mughlai
18361241,North Indian
6092,Chinese
6092,North Indian
6092,Italian
3326,North Indian
18375413,North Indian
845,Chinese
845,North Indian
306028,North Indian
306028,Mughlai
306028,Biryani
306028,Bengali
7367,Mughlai
7367,North Indian
307485,North Indian
307485,Mughlai
525,Cafe
304307,Cafe
304307,Fast Food
304307,Italian
304307,Chinese
7873,North Indian
7873,Mughlai
511,Cafe
18381663,North Indian
18381663,Mughlai
302682,Cafe
305817,North Indian
305817,Mughlai
18277002,North Indian
18277002,Mughlai
18277002,Chinese
18279452,Chinese
18279452,Thai
18279452,Fast Food
309815,Chinese
309815,Asian
309815,Thai
18383512,Ice Cream
18383512,Desserts
18254553,Mexican
310982,North Indian
310982,Mughlai
18057825,North Indian
6256,North Indian
6256,Mughlai
6256,Chinese
533,Cafe
310100,North Indian
310100,Chinese
309807,Cafe
309807,Desserts
309807,Healthy Food
309807,Juices
308664,Biryani
305161,North Indian
305161,Chinese
8995,South Indian
8995,North Indian
8995,Chinese
18222571,North Indian
18222571,Chinese
18222571,Continental
9644,Biryani
9644,North Indian
9644,Mughlai
18277018,North Indian
18277018,Chinese
18277018,Fast Food
18425764,Italian
18425764,Chinese
18425764,North Indian
300661,North Indian
300661,Mughlai
9643,North Indian
303574,North Indian
303574,Chinese
303574,Mexican
303574,Lebanese
303574,Italian
303574,Fast Food
844,Mughlai
844,North Indian
18435836,North Indian
18435836,Chinese
306168,North Indian
306168,Mughlai
306168,Chinese
306310,North Indian
306310,Chinese
306310,Mughlai
309816,Chinese
309816,Asian
309816,Thai
9596,North Indian
9596,Mughlai
18334458,Mughlai
18334458,North Indian
18273623,North Indian
18273623,Mughlai
18273623,Chinese
2997,Chinese
2997,Thai
3744,North Indian
3744,Mughlai
3744,Chinese
305153,North Indian
305153,Chinese
305153,Fast Food
18175252,Chinese
18175252,Thai
5135,North Indian
5135,Chinese
5135,Mughlai
18208912,Chinese
6475,North Indian
6475,Mughlai
6475,Chinese
18432219,North Indian
18432219,Mughlai
300957,North Indian
300957,Mughlai
300957,Chinese
300959,Biryani
300959,Hyderabadi
305251,Cafe
300268,North Indian
300268,Chinese
18312665,North Indian
7720,North Indian
7720,Mughlai
7720,Chinese
312169,Pizza
312169,Fast Food
18433864,Mughlai
18433864,North Indian
300343,North Indian
300343,Chinese
3967,North Indian
3967,Mughlai
8940,North Indian
1120,North Indian
1992,North Indian
1992,Mughlai
1992,Chinese
306291,North Indian
306291,Mughlai
18325509,Chinese
307519,North Indian
307519,Chinese
18427200,Italian
18427200,Chinese
18427200,North Indian
18420427,North Indian
6308,North Indian
6308,Mughlai
18126972,North Indian
18126972,Chinese
18384138,North Indian
18222586,Cafe
18222586,North Indian
18222586,Chinese
18222586,Continental
312142,Hyderabadi
312142,Biryani
312142,North Indian
528,Cafe
7364,Mughlai
506,Cafe
311103,Korean
311103,Beverages
311103,Desserts
307296,Ice Cream
307296,Desserts
18337924,Cafe
18337924,North Indian
18337924,Chinese
18337924,South Indian
1675,North Indian
1675,Mughlai
307140,North Indian
307140,Chinese
18089255,Chinese
18089255,Thai
18089255,Fast Food
18292485,North Indian
18292485,Mughlai
18292485,Biryani
18144479,Chinese
308697,North Indian
308697,Chinese
308697,South Indian
308697,Mithai
535,Cafe
311390,Pizza
311390,Fast Food
18409199,Mughlai
18409199,North Indian
18264244,Cafe
18265419,Burger
18265419,American
18265419,Fast Food
18272357,Ice Cream
18272357,Desserts
302727,North Indian
302727,Chinese
302727,Mughlai
18357543,North Indian
300907,Chinese
300907,Asian
300907,Thai
18216939,Chinese
18216939,Thai
4882,Cafe
18287364,North Indian
18287364,Chinese
18287364,Continental
3796,Biryani
3796,North Indian
3796,Mughlai
305317,Cafe
6800,North Indian
6800,Mughlai
6800,Chinese
18383486,Chinese
18383486,Thai
18383486,Fast Food
18317511,North Indian
18317511,Chinese
18317511,Italian
18410380,North Indian
18410380,Mughlai
18410380,Chinese
310766,Italian
310766,Continental
310766,North Indian
310766,Chinese
308059,Bengali
308059,North Indian
313164,North Indian
313164,Chinese
310170,North Indian
310170,Chinese
310170,South Indian
310170,Mithai
8497,North Indian
8497,Chinese
8497,South Indian
8497,Mithai
501,Cafe
510,Cafe
18414468,North Indian
18414468,Chinese
18414468,Fast Food
18451823,North Indian
18281973,North Indian
18281973,Chinese
18281973,South Indian
18281973,Mithai
313250,Chinese
18014154,North Indian
18014154,Chinese
18014154,South Indian
18014154,Mithai
18423131,North Indian
18423131,Mughlai
18423131,Chinese
8012,Pizza
8012,Fast Food
523,Cafe
7869,Cafe
2700010,Chinese
2700242,North Indian
2700242,Chinese
3800022,Cafe
3800022,Continental
3800238,Lebanese
3800238,Italian
3900158,Chinese
3900158,North Indian
18255654,Cafe
18255654,Korean
18255654,Desserts
110237,North Indian
110237,Chinese
110237,Continental
110237,Desserts
110237,Fast Food
110237,Sandwich
18385186,Cafe
18385186,Italian
2400193,North Indian
2400193,Chinese
2400027,North Indian
2400027,Chinese
17960073,North Indian
17960073,South Indian
17960073,Chinese
2200149,North Indian
2200149,South Indian
2200149,Chinese
2200149,Fast Food
2500054,North Indian
2500054,Chinese
2500123,North Indian
2500123,Mughlai
18221572,Pizza
18221572,Cafe
18221572,Italian
18359919,Pizza
18359919,Cafe
18359919,Italian
18366652,Pizza
18366652,Cafe
18366652,Italian
2600514,Cafe
2600494,Cafe
2600494,Fast Food
18408676,Cafe
18408676,Charcoal Grill
18408676,Steak
2900219,North Indian
2900219,Chinese
2900219,Mexican
2900219,Beverages
123010,Mexican
123010,Fast Food
122830,Desserts
122830,American
3000107,South Indian
3000107,Chettinad
3000107,North Indian
3000122,Pizza
3000770,Cafe
3000770,Fast Food
3500013,Burger
3500013,Desserts
3500024,North Indian
3500024,Mughlai
3500484,Cafe
18037826,North Indian
18037826,Mughlai
312102,Burger
312102,Desserts
312102,Fast Food
18383469,North Indian
18383469,Chinese
308335,Pizza
18107832,North Indian
18107832,South Indian
18107832,Fast Food
18107832,Street Food
18107832,Mithai
18421965,Cafe
18421965,North Indian
18421965,Chinese
18421965,Continental
303871,North Indian
303871,Chinese
18463990,Cafe
304114,North Indian
304114,Mughlai
18344478,North Indian
18344478,Chinese
18292444,Chinese
18292444,North Indian
312084,North Indian
312084,Chinese
312084,Continental
18363078,Mughlai
303571,North Indian
303571,Chinese
18449815,North Indian
18449815,Mughlai
18449815,Continental
8583,Chinese
4239,Cafe
18034077,North Indian
18034077,Mughlai
309702,Burger
309702,Desserts
309702,Fast Food
8601,North Indian
8601,South Indian
8601,Chinese
8601,Street Food
8601,Fast Food
8601,Mithai
8601,Desserts
16512168,Goan
16512168,Seafood
16512168,North Indian
18313132,Cafe
18365849,Biryani
18349892,North Indian
18349892,Fast Food
308263,Cafe
308263,Bakery
305478,Burger
305478,Desserts
305478,Fast Food
305862,Healthy Food
305862,Salad
18383472,Bakery
18383472,Cafe
1360,Biryani
1360,North Indian
1687,North Indian
1687,Mughlai
18424575,Continental
18424575,Fast Food
313376,Healthy Food
313376,Salad
18472765,North Indian
18472765,Chinese
18472765,Continental
18462609,Fast Food
18462609,North Indian
18462609,Beverages
18204847,Bakery
18294819,Bakery
18294819,Desserts
309697,Bakery
309697,Desserts
306858,North Indian
306858,Chinese
309696,North Indian
309696,Mughlai
309696,Chinese
18233576,North Indian
18233576,Mughlai
18365994,North Indian
18365994,Mughlai
18365994,Biryani
312261,Fast Food
18433890,Asian
18433890,Chinese
18433890,North Indian
18339049,North Indian
18339049,Mughlai
18025098,Fast Food
18025098,Italian
18025098,Pizza
